variant_id,card_id,variant
1667,ex11-36,normal
1668,xy4-25,normal
1669,sv7-34,normal
1671,sm11-91,normal
1672,xy10-123,holofoil
1673,neo3-36,1stEdition
1675,hgss4-42,normal
1677,sv9-78,normal
1678,me2-74,normal
1680,sm35-73,holofoil
1681,sv4pt5-223,holofoil
1683,base3-11,unlimitedHolofoil
1687,ex3-36,normal
1688,swsh10-209,holofoil
1689,sm3-111,normal
1690,bw9-62,normal
1691,me1-39,normal
1694,pl1-28,normal
1695,ecard1-107,normal
1696,bw5-44,normal
1698,ex12-14,holofoil
1699,xy6-52,holofoil
1700,bw3-38,normal
1701,swshp-SWSH276,holofoil
1702,swsh2-116,normal
1705,zsv10pt5-103,holofoil
1706,sv6-117,normal
1707,svp-181,holofoil
1708,sv8pt5-124,normal
1709,bw8-92,normal
1714,ex7-13,normal
1716,sv6pt5-13,normal
1718,sv10-38,normal
1721,smp-SM73,holofoil
1722,bw8-68,normal
1723,swsh2-18,holofoil
1724,base3-42,unlimited
1728,swsh12-215,holofoil
1729,sm8-57,normal
1730,pl4-23,normal
1731,swsh4-89,holofoil
1732,bw9-85,holofoil
1733,pop1-1,holofoil
1734,xyp-XY43,holofoil
1736,swsh10-194,holofoil
1737,xyp-XY93,holofoil
1738,gym1-53,unlimited
1739,ex6-12,holofoil
1740,gym1-5,unlimitedHolofoil
1741,swsh7-134,normal
1742,sm10-183,normal
1745,gym1-37,unlimited
1746,swsh12pt5gg-GG09,holofoil
1747,swsh5-35,normal
1748,sm5-130,normal
1749,sm10-75,normal
1750,me2-11,normal
1752,ex3-39,normal
1754,sv2-17,normal
1756,base5-21,unlimited
1758,swsh35-40,normal
1761,sv9-150,normal
1763,swsh8-199,normal
1765,sm2-68,normal
1767,xy10-27,normal
1768,swsh10-202,holofoil
1771,ex8-42,normal
1773,mcd22-15,holofoil
1774,swsh45sv-SV104,holofoil
1777,swsh9tg-TG21,holofoil
1778,dp5-21,normal
1779,ex8-77,normal
1782,dpp-DP46,holofoil
1783,base1-38,normal
1786,pl3-41,normal
1789,sv10-95,normal
1790,ecard3-76,normal
1791,sm7-98,holofoil
1792,pop3-5,holofoil
1794,sv5-156,normal
1795,hgss3-50,normal
1798,ex9-49,normal
1799,swsh35-25,normal
1801,xy11-113,holofoil
1802,neo1-47,1stEdition
1804,pl2-100,normal
1809,sv9-94,holofoil
1813,swsh9tg-TG09,holofoil
1815,sv10-212,holofoil
1816,sm5-160,holofoil
1817,xy9-102,normal
1819,mcd22-6,normal
1822,dp2-40,normal
1823,ecard1-125,normal
1824,sv5-180,holofoil
1825,bw7-72,normal
1829,base6-11,holofoil
1830,ex16-42,normal
1832,dp1-42,normal
1833,sv10-75,normal
1835,sv6-111,holofoil
1836,bw8-26,normal
1838,sv6-60,normal
1839,sv3pt5-107,normal
1841,sv1-178,normal
1842,neo4-30,1stEdition
1843,swsh6-227,holofoil
1845,swsh9tg-TG27,holofoil
1849,base2-11,unlimitedHolofoil
1850,rsv10pt5-89,holofoil
1851,sv8pt5-81,normal
1855,ecard1-113,normal
1857,hgss1-90,normal
1858,hgss3-42,normal
1859,cel25-4,holofoil
1860,hgss2-21,normal
1862,sv3-213,holofoil
1867,dp5-91,normal
1871,base5-1,unlimitedHolofoil
1874,swsh12tg-TG06,holofoil
1875,bw11-25,normal
1877,smp-SM209,holofoil
1878,swsh4-95,normal
1879,xy4-57,normal
1882,svp-76,holofoil
1885,base5-48,unlimited
1886,hgss2-36,normal
1888,bw1-27,normal
1889,xy4-107,normal
1892,sv4pt5-105,holofoil
1894,dp1-26,normal
1895,rsv10pt5-134,holofoil
1896,swsh7-178,holofoil
1898,ecard3-H15,holofoil
1899,ex11-17,holofoil
1900,zsv10pt5-56,normal
1901,sv3pt5-50,normal
1902,sv5-148,normal
1903,swsh4-161,normal
1906,dp7-83,normal
1908,sm5-15,holofoil
1909,neo1-48,unlimited
1910,sm2-126,normal
1912,ex11-107,normal
1913,pl2-93,normal
1914,hgss1-6,holofoil
1915,sv5-133,normal
1916,dp4-36,normal
1917,hgss4-20,normal
1918,rsv10pt5-41,normal
1920,sv9-70,normal
1921,sv4pt5-237,holofoil
1924,pl1-82,normal
1927,sv6pt5-95,holofoil
1928,bw6-75,normal
1931,hgss1-23,normal
1932,swsh10-143,normal
1934,neo1-86,1stEdition
1936,sv6-132,normal
1938,sv2-35,normal
1939,sv3-114,normal
1941,dp6-135,normal
1942,sv5-3,normal
1943,sv3pt5-148,normal
1944,ex8-74,normal
1946,bwp-BW53,holofoil
1947,sm75-56,normal
1948,sv6-57,normal
1949,swsh9tg-TG30,holofoil
1951,neo3-62,unlimited
1952,swsh3-14,normal
1953,xy2-35,holofoil
1954,base5-2,1stEditionHolofoil
1955,ex13-15,holofoil
1957,sv1-258,holofoil
1958,sma-SV85,holofoil
1959,xy8-47,normal
1961,bw9-111,holofoil
1962,sm115-59,normal
1963,base3-49,1stEdition
1964,sv2-100,normal
1965,swsh12pt5-5,normal
1966,base3-42,1stEdition
1968,sv10-4,normal
1972,ecard1-40,normal
1973,xy10-10,normal
1975,sm7-55,normal
1976,xy4-85,normal
1977,sv10-11,normal
1979,dv1-12,holofoil
1980,rsv10pt5-34,normal
1982,dp3-71,normal
1983,pop7-12,normal
1985,bw1-58,normal
1987,base6-104,normal
1989,sv6pt5-1,normal
1990,svp-129,holofoil
1991,hgss4-13,normal
1993,sm35-3,normal
1994,sv1-206,holofoil
1997,np-13,holofoil
1998,sv3-51,normal
1999,ecard2-76,normal
2000,swshp-SWSH105,holofoil
2002,ex11-6,holofoil
2003,swsh9-28,holofoil
2004,neo2-33,unlimited
2005,basep-9,holofoil
2008,sv7-47,normal
2011,sv5-157,holofoil
2012,base6-3,holofoil
2016,swsh45sv-SV067,holofoil
2020,swsh9-128,holofoil
2021,ex8-69,normal
2022,dp7-44,normal
2023,bw3-78,normal
2024,xy3-4,holofoil
2025,sm5-23,holofoil
2026,me1-26,normal
2027,ex11-95,normal
2028,sv8-98,normal
2031,sm9-85,holofoil
2034,ecard2-H32,holofoil
2035,swshp-SWSH087,holofoil
2036,swsh12pt5-18,holofoil
2038,gym2-62,1stEdition
2040,sv6-185,holofoil
2041,swsh9-105,holofoil
2042,ex9-80,normal
2043,sv1-136,normal
2049,sv9-126,normal
2050,base4-92,normal
2051,ex7-24,normal
2052,xy8-53,normal
2054,sv4-89,holofoil
2055,sv4-142,normal
2057,neo1-24,1stEdition
2058,xy5-30,normal
2059,base3-18,1stEdition
2064,det1-15,holofoil
2066,ex7-57,normal
2070,hgss1-19,normal
2072,swsh45-25,normal
2074,sv4pt5-230,holofoil
2075,swsh2-61,normal
2078,bw11-44,holofoil
2080,np-14,normal
2081,me2-7,normal
2082,xyp-XY106,holofoil
2083,bw11-4,normal
2084,swsh12pt5-32,normal
2087,sv4-158,holofoil
2090,bw7-140,holofoil
2091,sv5-101,normal
2094,bwp-BW87,holofoil
2095,swsh11-200,holofoil
2096,neo4-26,unlimited
2097,swsh2-112,normal
2098,sv4-113,normal
2099,swsh10-189,holofoil
2100,swsh8-98,normal
2101,sv4pt5-194,holofoil
2102,sv3-128,normal
2103,ecard3-H19,holofoil
2105,neo4-26,1stEdition
2106,sm9-51,holofoil
2107,neo4-5,unlimitedHolofoil
2109,sm4-122,holofoil
2110,smp-SM70,holofoil
2112,sm4-61,normal
2113,sv6-115,normal
2114,swsh3-149,normal
2115,sv10-200,holofoil
2119,ecard2-44,normal
2120,gym1-69,unlimited
2122,ex16-28,normal
2123,pop3-3,holofoil
2125,sm12-225,holofoil
2126,swsh9-64,holofoil
2127,sm11-22,normal
2128,sv9-77,normal
2132,sm1-46,normal
2133,swshp-SWSH162,holofoil
2135,swsh2-90,normal
2136,sm11-234,holofoil
2137,ecard1-149,normal
2139,pl4-31,normal
2140,base6-63,normal
2141,sv3-121,normal
2142,xy2-72,normal
2144,hgss1-18,normal
2146,sm5-20,normal
2147,sv3-83,normal
2149,swshp-SWSH001,holofoil
2151,sm12-271,holofoil
2156,neo2-5,unlimitedHolofoil
2157,swsh4-54,normal
2160,swsh2-163,normal
2161,sma-SV33,holofoil
2162,swsh7-93,holofoil
2164,sv6pt5-55,normal
2165,swsh45sv-SV076,holofoil
2166,sv4-60,normal
2167,sv3-206,holofoil
2168,bw8-93,holofoil
2172,bw4-44,normal
2173,dp1-44,normal
2174,sm5-75,normal
2175,base5-43,unlimited
2176,ex4-56,normal
2177,sv9-82,holofoil
2178,swsh35-60,normal
2180,sv4pt5-104,holofoil
2181,sm10-74,normal
2182,pl2-70,normal
2185,sm5-81,normal
2188,sv4pt5-85,normal
2189,sv6pt5-53,normal
2190,base6-89,normal
2192,sm2-42,holofoil
2198,swsh9-7,normal
2199,sm12-168,normal
2200,sv6-121,normal
2201,xy3-69,normal
2202,swsh9-134,normal
2203,me1-149,holofoil
2205,sv1-139,normal
2206,sm12-270,holofoil
2208,sv4-20,normal
2209,swsh6-79,normal
2210,sm10-220,holofoil
2211,zsv10pt5-60,normal
2213,sm4-123,holofoil
2214,base4-122,normal
2215,neo2-21,unlimited
2217,sm11-185,normal
2218,swsh2-187,holofoil
2219,bw8-47,normal
2222,xy12-56,normal
2224,sm7-35,normal
2225,xy4-13,normal
2226,sv1-107,normal
2227,sv8pt5-49,holofoil
2229,ex9-96,holofoil
2231,sm9-13,normal
2232,ex1-84,normal
2233,sm11-58,normal
2234,swsh7-74,holofoil
2235,base1-42,normal
2237,neo4-65,unlimited
2240,swsh3-198,holofoil
2241,sm11-57,holofoil
2242,xy11-20,holofoil
2243,sv8-11,holofoil
2244,xy7-40,normal
2245,neo1-91,1stEdition
2246,sv3pt5-163,normal
2247,bw5-62,normal
2249,sv4pt5-84,normal
2251,smp-SM75,holofoil
2252,xy2-90,normal
2253,pl4-38,normal
2259,svp-119,holofoil
2260,bw1-84,normal
2262,me1-147,holofoil
2263,me2-105,holofoil
2265,bw4-47,normal
2266,xy2-77,normal
2267,dp1-1,holofoil
2268,gym1-104,unlimited
2269,sv4pt5-207,holofoil
2273,sv7-111,holofoil
2274,swsh4-114,normal
2276,ecard2-H16,holofoil
2277,sv3pt5-57,normal
2278,ex8-45,normal
2279,ecard3-46,normal
2280,swsh10-105,normal
2281,gym2-32,1stEdition
2284,pl4-55,normal
2285,swshp-SWSH013,holofoil
2286,hsp-HGSS04,holofoil
2288,sm2-52,normal
2290,hgss4-59,normal
2291,swsh7-204,holofoil
2293,ex15-12,holofoil
2294,me2-56,holofoil
2296,sv5-95,normal
2297,bw3-95,normal
2298,neo3-22,1stEdition
2300,ex5-12,holofoil
2301,sv1-223,holofoil
2303,swsh45sv-SV010,holofoil
2304,rsv10pt5-3,normal
2305,ex11-77,normal
2306,sm2-64,normal
2307,swsh7-5,normal
2308,ex5-9,holofoil
2309,pl1-8,holofoil
2310,xy1-112,normal
2311,swsh9-42,normal
2313,base2-14,unlimitedHolofoil
2315,swsh8-15,normal
2318,svp-140,holofoil
2319,swsh35-52,normal
2320,xy8-76,normal
2322,sv5-140,normal
2325,swsh3-45,normal
2329,sv9-87,normal
2330,sm8-11,normal
2331,ex13-4,holofoil
2332,swsh10-127,normal
2333,ex7-76,normal
2334,sm2-98,normal
2335,base5-4,1stEditionHolofoil
2336,xy11-81,holofoil
2337,xy1-41,holofoil
2338,bwp-BW005,holofoil
2339,hgss2-48,normal
2342,sv7-98,normal
2344,gym2-120,unlimited
2345,sm8-160,normal
2346,hgss3-48,normal
2347,dp5-29,normal
2349,sv7-112,normal
2350,pl1-2,holofoil
2354,base4-13,holofoil
2355,me1-142,holofoil
2358,sv10-56,holofoil
2359,swsh12pt5-40,normal
2360,bw3-47,normal
2361,dp3-128,normal
2362,ex1-66,normal
2364,xy3-80,normal
2365,sm1-111,normal
2367,dp1-97,normal
2370,swsh12pt5-17,holofoil
2372,swsh4-81,normal
2374,pop4-4,normal
2375,swsh9-169,holofoil
2376,sm11-113,normal
2377,sv10-242,holofoil
2378,swsh11tg-TG26,holofoil
2379,ecard1-102,normal
2380,ecard1-70,normal
2381,xy5-103,normal
2382,neo2-57,unlimited
2384,swsh6-52,holofoil
2386,pop5-2,normal
2387,gym1-23,unlimited
2388,bw3-81,normal
2389,ex2-70,normal
2390,sm6-39,normal
2391,me2-83,normal
2393,dp1-52,normal
2394,sv6-223,holofoil
2396,base1-37,normal
2398,bw1-66,normal
2400,sv4pt5-180,holofoil
2401,swsh10-214,holofoil
2403,sv9-127,normal
2404,swsh35-28,holofoil
2405,ex2-16,normal
2406,xy6-50,normal
2407,rsv10pt5-13,holofoil
2410,sv3pt5-24,holofoil
2412,ex10-17,holofoil
2413,svp-174,holofoil
2414,sv8-171,normal
2418,zsv10pt5-70,holofoil
2419,swsh45sv-SV109,holofoil
2420,xy8-56,normal
2422,xy8-79,holofoil
2425,sv8-82,normal
2426,sv10-232,holofoil
2427,swsh9-51,normal
2428,bw7-137,holofoil
2429,neo2-30,unlimited
2430,xy11-70,normal
2431,ecard1-68,normal
2432,xyp-XY88,holofoil
2434,bw6-15,normal
2435,hgss2-80,normal
2438,sm10-109,holofoil
2440,swsh10-102,holofoil
2441,sm1-89,holofoil
2442,hgss3-73,normal
2444,zsv10pt5-87,holofoil
2445,base5-78,1stEdition
2449,neo4-84,1stEdition
2450,base2-56,unlimited
2452,dp2-113,normal
2453,sv9-132,normal
2455,sv7-13,normal
2458,sv8-154,normal
2459,sv6pt5-96,holofoil
2461,neo1-93,unlimited
2462,sv4-11,normal
2463,sv10-110,normal
2464,sm2-63,normal
2465,ecard3-H10,holofoil
2466,sv5-123,holofoil
2469,ex4-11,holofoil
2470,hgss2-64,normal
2471,swsh10-43,normal
2472,gym2-81,unlimited
2473,swsh4-108,normal
2475,sm12-23,normal
2476,dp2-92,normal
2482,dp6-84,normal
2483,hgss2-76,normal
2484,swsh12pt5-60,holofoil
2487,sm12-77,normal
2489,dp7-82,normal
2492,swsh7-37,normal
2493,ex4-51,normal
2494,zsv10pt5-21,normal
2496,sv9-23,normal
2497,base6-55,normal
2499,sv1-59,normal
2501,sv4pt5-133,holofoil
2503,xy0-19,normal
2504,svp-197,holofoil
2505,swsh10-199,holofoil
2506,swsh1-154,normal
2507,dp7-52,normal
2508,swshp-SWSH179,holofoil
2509,swsh7-115,holofoil
2510,swsh8-118,normal
2511,sm8-177,normal
2512,sm3-113,normal
2513,sv4-106,normal
2514,smp-SM238,normal
2515,sv10-96,holofoil
2516,bw11-76,normal
2517,base1-57,normal
2518,ex8-48,normal
2519,gym2-77,unlimited
2520,swsh4-60,holofoil
2521,sv3pt5-144,holofoil
2522,sm4-76,normal
2523,xy10-61,normal
2524,ex13-19,normal
2525,sv8-26,normal
2526,sv5-31,normal
2527,sm9-6,normal
2528,ex13-57,normal
2529,ex1-102,holofoil
2530,ex9-54,normal
2531,gym2-50,unlimited
2532,bw3-44,normal
2533,swsh7-218,holofoil
2535,bw4-5,holofoil
2538,bw5-106,holofoil
2539,neo3-38,1stEdition
2540,bw2-35,holofoil
2541,swshp-SWSH236,holofoil
2542,dp5-93,normal
2544,sm7-66,holofoil
2545,swsh35-53,normal
2546,dp3-99,normal
2548,ex5-62,normal
2550,sm10-101,normal
2555,rsv10pt5-82,normal
2556,swsh12pt5-42,normal
2557,sv4pt5-240,holofoil
2558,sm115-69,holofoil
2561,gym1-127,1stEdition
2562,sm8-236,holofoil
2563,xy7-97,holofoil
2565,dp2-30,normal
2567,bw5-3,holofoil
2568,neo1-87,1stEdition
2569,sv4-107,normal
2572,ex3-54,normal
2574,sv6pt5-94,holofoil
2576,bw3-15,holofoil
2577,swsh3-195,holofoil
2578,sm12-70,normal
2579,dp4-76,normal
2580,sv3pt5-184,holofoil
2581,swsh10-132,normal
2582,neo1-19,1stEditionHolofoil
2586,xy7-70,normal
2587,hgss2-11,holofoil
2590,sv6-3,normal
2592,sm8-225,holofoil
2593,ecard3-61,normal
2594,smp-SM163,holofoil
2596,sm11-251,holofoil
2597,sv4-261,holofoil
2599,sv8pt5-3,normal
2603,swsh7-133,normal
2608,sv8-38,holofoil
2610,ex10-59,normal
2612,ecard2-90,normal
2613,xy4-64,normal
2614,pl4-42,normal
2615,swshp-SWSH135,holofoil
2616,base5-59,1stEdition
2617,swsh9-16,holofoil
2621,ex6-73,normal
2624,ex2-43,normal
2625,sm12-259,holofoil
2626,sv8pt5-75,holofoil
2627,sv1-188,normal
2628,sma-SV13,holofoil
2629,dp2-106,normal
2631,xy12-17,normal
2632,xyp-XY94,holofoil
2633,base5-37,unlimited
2634,g1-67,normal
2635,ex10-75,normal
2638,bw4-82,holofoil
2639,pl3-63,normal
2641,pl2-25,normal
2642,me1-63,normal
2643,ex10-100,normal
2645,sm75-65,holofoil
2647,g1-42,holofoil
2648,swsh10-104,normal
2649,sm35-19,normal
2650,sv5-1,normal
2655,sv7-23,normal
2658,sm12-224,holofoil
2660,sm75-62,normal
2664,neo1-71,1stEdition
2668,det1-16,holofoil
2669,rsv10pt5-131,holofoil
2670,sv4-43,normal
2673,gym1-92,1stEdition
2674,smp-SM130,holofoil
2675,base2-36,1stEdition
2676,sv9-161,holofoil
2678,bw2-41,normal
2680,swsh12pt5-23,holofoil
2682,bw7-80,normal
2683,base2-28,1stEdition
2685,zsv10pt5-122,holofoil
2686,sv6pt5-20,holofoil
2687,smp-SM119,holofoil
2690,sv4pt5-242,holofoil
2691,smp-SM50,holofoil
2692,xy2-103,holofoil
2693,ex7-3,normal
2695,dp1-101,normal
2696,swsh4-64,normal
2698,xyp-XY127,holofoil
2701,pl1-51,normal
2704,swsh12-9,normal
2705,smp-SM161,holofoil
2707,sm3-34,normal
2710,pgo-29,holofoil
2711,sm2-161,holofoil
2712,swsh45sv-SV047,holofoil
2713,sm5-91,normal
2714,pl1-1,holofoil
2715,g1-RC22,holofoil
2717,swsh12pt5-83,holofoil
2718,me1-101,normal
2719,svp-160,holofoil
2720,sm2-116,normal
2723,ex5-102,holofoil
2724,sv4pt5-67,holofoil
2726,sv1-122,holofoil
2727,sv9-90,normal
2731,swsh12-139,holofoil
2735,swsh1-50,holofoil
2736,swsh9tg-TG10,holofoil
2737,swsh8-224,normal
2738,smp-SM20,holofoil
2739,sv8-84,normal
2740,neo3-3,1stEditionHolofoil
2742,hgss4-19,normal
2746,bw9-10,normal
2747,sv2-8,normal
2751,bw6-115,normal
2752,sv6pt5-93,holofoil
2754,sv1-13,normal
2755,swsh10-193,holofoil
2756,swsh8-18,normal
2757,dp3-82,normal
2758,sm12-39,normal
2759,xy6-2,normal
2760,xy12-108,holofoil
2761,zsv10pt5-97,holofoil
2762,sv9-89,normal
2763,dp3-120,normal
2765,neo2-66,unlimited
2766,ex9-31,normal
2767,sv1-25,normal
2768,sm8-77,normal
2771,rsv10pt5-154,holofoil
2775,sv4pt5-138,holofoil
2778,sv5-100,normal
2779,neo4-46,unlimited
2780,swsh5-31,normal
2781,sm11-51,holofoil
2782,xy5-119,normal
2783,pop1-3,holofoil
2788,hgss1-5,holofoil
2789,sv4-131,normal
2790,sv4pt5-143,holofoil
2791,gym1-120,unlimited
2793,sv6-24,holofoil
2794,sv3pt5-8,normal
2796,gym2-62,unlimited
2797,neo3-50,1stEdition
2799,swsh12pt5-130,normal
2800,swsh8-101,normal
2801,sm6-60,normal
2803,ex8-24,normal
2808,sv5-125,normal
2809,dp4-63,normal
2811,sm11-222,holofoil
2812,mcd21-9,normal
2814,sm75-9,normal
2816,sm12-1,holofoil
2817,swsh8-104,holofoil
2818,sm3-58,normal
2819,xy4-44,normal
2820,sv10-238,holofoil
2822,swsh12-133,normal
2824,sm8-97,holofoil
2825,bw9-24,normal
2826,sv1-246,holofoil
2827,me1-86,holofoil
2828,gym1-127,unlimited
2829,swsh8-23,holofoil
2830,sv7-156,holofoil
2831,sv9-80,normal
2832,ex13-74,normal
2833,xyp-XY06,holofoil
2837,dp4-103,holofoil
2838,pl2-74,normal
2839,swsh7-180,holofoil
2840,base1-65,normal
2841,bw9-54,normal
2845,swsh45-71,holofoil
2846,base2-46,1stEdition
2847,rsv10pt5-142,holofoil
2848,sv3-227,holofoil
2849,sm10-41,normal
2850,neo4-55,1stEdition
2852,xy10-92,normal
2853,neo2-16,1stEditionHolofoil
2854,xy8-129,normal
2855,ex15-81,normal
2856,sv2-120,normal
2858,base2-17,1stEdition
2859,swsh10-110,holofoil
2860,dp2-39,normal
2861,ecard2-92,normal
2863,sm75-15,normal
2865,swsh8-105,normal
2866,dpp-DP56,holofoil
2867,swsh10-34,normal
2869,base2-15,1stEditionHolofoil
2870,gym1-69,1stEdition
2871,swsh12-19,normal
2872,ex1-9,holofoil
2873,sv3-46,normal
2874,sv1-193,normal
2875,swsh12pt5-77,normal
2876,ex6-10,holofoil
2877,swsh12pt5-47,normal
2878,swsh12pt5-118,normal
2879,sv7-88,normal
2880,gym2-63,unlimited
2881,sma-SV76,holofoil
2882,swshp-SWSH201,holofoil
2883,sm75-55,normal
2885,sv10-204,holofoil
2886,ex3-81,normal
2890,bw8-106,normal
2891,xy12-43,normal
2899,gym1-26,unlimited
2900,smp-SM214,holofoil
2901,swsh35-24,normal
2910,swsh4-186,holofoil
2911,sm11-239,holofoil
2912,dp3-107,normal
2913,bw10-32,normal
2914,zsv10pt5-170,holofoil
2918,me2-119,holofoil
2920,rsv10pt5-35,normal
2921,swsh12pt5gg-GG40,holofoil
2923,dp3-13,holofoil
2924,sv2-47,normal
2925,sm5-74,holofoil
2928,sm12-122,normal
2929,ex7-110,holofoil
2930,hgss3-5,holofoil
2934,sm3-91,normal
2935,sm7-109,holofoil
2936,gym1-38,1stEdition
2937,swsh6-180,holofoil
2939,g1-38,normal
2942,sv5-135,normal
2944,ecard3-37,normal
2946,ex5-91,normal
2947,ex15-70,normal
2949,swsh7-113,normal
2951,sm1-81,normal
2953,swsh8-110,normal
2955,swsh12-61,normal
2956,zsv10pt5-89,holofoil
2957,swsh9-182,holofoil
2959,neo1-16,1stEditionHolofoil
2961,sv8-239,holofoil
2965,sv1-256,holofoil
2966,base4-49,normal
2968,neo3-37,1stEdition
2970,base5-43,1stEdition
2971,g1-50,normal
2972,bw9-5,normal
2975,ex15-56,normal
2978,ex10-10,holofoil
2979,swsh11-213,holofoil
2980,sm1-18,normal
2981,swsh12pt5-84,normal
2982,sv6-101,normal
2988,swsh6-32,normal
2989,ex14-70,normal
2990,neo3-52,unlimited
2992,dp6-80,normal
2993,sv1-94,normal
2994,base2-44,1stEdition
2995,sm10-102,normal
2996,sv4pt5-56,normal
2997,base4-114,normal
2999,sv5-155,normal
3000,ex8-53,normal
3001,xy4-67,holofoil
3003,swshp-SWSH181,holofoil
3004,xyp-XY89,holofoil
3005,ex7-84,normal
3006,sm1-78,normal
3007,sm3-90,normal
3008,sv3pt5-132,holofoil
3013,sv3pt5-140,normal
3015,sv6-74,normal
3017,gym2-12,1stEditionHolofoil
3019,sv10-34,holofoil
3021,swshp-SWSH036,holofoil
3022,sv4-67,normal
3024,dp2-42,normal
3025,sm11-254,holofoil
3030,base5-50,unlimited
3031,sv4-128,normal
3032,sv3pt5-177,holofoil
3033,sm3-150,holofoil
3034,swsh12pt5-45,holofoil
3035,base5-38,1stEdition
3036,ex8-12,holofoil
3037,sv1-172,normal
3038,swsh10-83,holofoil
3039,gym1-83,1stEdition
3040,swsh10-32,normal
3042,swsh9-151,normal
3044,sv3-209,holofoil
3048,sm12-101,normal
3050,bw1-25,normal
3051,sv10-151,normal
3053,sm7-83,normal
3055,swsh10-14,normal
3056,sv3-158,normal
3057,ecard3-62,normal
3059,sm6-102,normal
3062,bw10-28,normal
3063,neo2-47,1stEdition
3065,swsh3-155,normal
3066,base4-19,holofoil
3067,sv4pt5-243,holofoil
3068,neo3-30,unlimited
3070,xy1-24,normal
3071,ex15-28,normal
3073,gym2-104,unlimited
3074,sm8-130,holofoil
3076,bw1-36,normal
3078,sv8-173,normal
3079,xy12-88,normal
3080,me1-177,holofoil
3081,sm9-67,holofoil
3082,sv4-124,holofoil
3083,gym2-121,unlimited
3086,pgo-2,normal
3088,swsh9-4,normal
3089,swsh2-59,normal
3090,sv8pt5-98,normal
3092,swsh4-4,normal
3093,swsh8-227,normal
3094,xy10-55,holofoil
3095,sm12-17,normal
3096,smp-SM166,holofoil
3097,dpp-DP10,holofoil
3100,swsh9-123,holofoil
3101,sm11-245,holofoil
3102,sv6-180,holofoil
3103,bw11-66,holofoil
3104,ex10-25,normal
3107,neo2-72,unlimited
3108,sv5-9,normal
3109,ecard3-69,normal
3111,rsv10pt5-51,holofoil
3112,xy6-96,normal
3113,swshp-SWSH004,holofoil
3117,sm1-77,normal
3120,sv3-73,holofoil
3121,ex9-79,normal
3122,swsh5-71,normal
3124,xy5-69,normal
3127,sv8-59,normal
3128,sv1-173,normal
3133,xy5-146,holofoil
3134,swsh1-11,normal
3138,pl1-80,normal
3139,dp4-34,normal
3140,bw4-43,normal
3141,sm3-80,holofoil
3142,hgss2-59,normal
3143,base5-5,unlimitedHolofoil
3148,sm1-71,holofoil
3149,bw2-44,normal
3150,neo3-13,1stEditionHolofoil
3152,swsh8-185,holofoil
3153,xy8-9,normal
3154,xyp-XY129,holofoil
3157,swsh10-79,normal
3158,neo3-33,1stEdition
3159,base6-16,holofoil
3162,swsh12pt5-86,normal
3163,bwp-BW65,normal
3169,swshp-SWSH049,holofoil
3171,dp6-40,normal
3173,sm2-56,normal
3175,smp-SM210,holofoil
3176,dp1-56,normal
3177,pop7-16,normal
3178,base5-47,unlimited
3179,svp-188,holofoil
3180,ex13-94,normal
3181,bw1-96,normal
3182,base3-8,unlimitedHolofoil
3184,pl2-90,normal
3187,bw10-47,normal
3188,ecard2-14,normal
3189,mcd21-13,normal
3192,sm7-129,normal
3193,ex8-11,holofoil
3194,sv9-17,normal
3197,bw2-9,normal
3199,base3-17,1stEdition
3200,bw3-92,normal
3202,sv7-73,normal
3203,ex16-5,holofoil
3204,sv4-75,normal
3205,ex12-31,normal
3206,swsh7-141,normal
3207,swsh5-124,normal
3208,bw8-114,normal
3209,pop1-17,holofoil
3211,bw4-70,normal
3218,bw7-124,normal
3219,bw2-34,normal
3221,pgo-11,holofoil
3223,sm2-13,holofoil
3224,ex8-5,holofoil
3225,sv4pt5-82,normal
3226,ecard3-52,normal
3229,sv8pt5-157,holofoil
3230,neo3-47,1stEdition
3231,g1-RC8,holofoil
3232,hgss1-119,normal
3234,sm1-49,normal
3235,bwp-BW82,holofoil
3236,neo2-52,1stEdition
3240,swsh1-157,normal
3242,xy5-94,holofoil
3243,xy12-66,normal
3244,neo4-50,unlimited
3245,ecard2-40,normal
3246,sv7-172,holofoil
3247,swsh9tg-TG15,holofoil
3248,neo2-69,1stEdition
3249,gym2-12,unlimitedHolofoil
3250,xy7-13,normal
3251,xy2-79,holofoil
3252,pop8-5,holofoil
3256,ex16-16,normal
3257,svp-169,holofoil
3258,swsh12tg-TG17,holofoil
3259,neo4-55,unlimited
3260,sv9-19,normal
3261,ex6-89,normal
3263,swsh8-175,normal
3264,ecard3-67,normal
3265,gym1-15,1stEditionHolofoil
3266,neo3-2,1stEditionHolofoil
3267,me2-93,normal
3268,sv5-38,holofoil
3269,bw9-28,normal
3270,ex14-23,normal
3271,dp4-35,normal
3273,sm6-90,holofoil
3275,swsh8-94,normal
3276,bwp-BW37,holofoil
3277,sm8-70,normal
3278,ecard2-65,normal
3280,sv8pt5-21,normal
3281,swsh11-189,holofoil
3282,swsh5-96,holofoil
3283,g1-RC1,normal
3285,xy1-128,normal
3288,ecard1-60,normal
3289,sv6pt5-73,holofoil
3291,sv4-48,normal
3292,smp-SM77,holofoil
3293,pop2-6,holofoil
3294,swsh10tg-TG14,holofoil
3295,sm3-126,normal
3296,dp3-118,normal
3297,sv3-190,normal
3300,sv8pt5-16,normal
