card_id,name,supertype,subtypes,set_id,artist_id,rarity_id
sm12-258,Arceus & Dialga & Palkia-GX,Pokémon,"Basic,TAG TEAM,GX",sm12,76,20
me1-37,Clauncher,Pokémon,Basic,me1,,21
swsh11tg-TG26,Kabu,Trainer,Supporter,swsh11tg,37,28
sv3-192,Pokémon League Headquarters,Trainer,Stadium,sv3,145,29
swsh7-206,Trevenant VMAX,Pokémon,VMAX,swsh7,41,20
ex4-57,Team Aqua's Spheal,Pokémon,Basic,ex4,240,21
dpp-DP10,Infernape LV.X,Pokémon,Level-Up,dpp,298,38
col1-64,Mawile,Pokémon,Basic,col1,142,21
swsh5-3,Victreebel,Pokémon,Stage 2,swsh5,98,2
bw9-24,Tympole,Pokémon,Basic,bw9,267,21
g1-68,Pokémon Center Lady,Trainer,Supporter,g1,348,29
base2-54,Jigglypuff,Pokémon,Basic,base2,162,21
ex9-81,PokéNav,Trainer,Item,ex9,92,29
bw7-39,Oshawott,Pokémon,Basic,bw7,167,21
pl2-97,Underground Expedition,Trainer,Supporter,pl2,162,29
pl1-83,Misdreavus,Pokémon,Basic,pl1,162,21
xyp-XY158,M Beedrill-EX,Pokémon,"MEGA,EX",xyp,76,38
xy9-10,Growlithe,Pokémon,Basic,xy9,167,21
sv8pt5-48,Pupitar,Pokémon,Stage 1,sv8pt5,,21
svp-181,N's Darmanitan,Pokémon,Stage 1,svp,360,38
dp3-18,Salamence,Pokémon,Stage 2,dp3,205,34
xy8-98,Snubbull,Pokémon,Basic,xy8,43,21
swshp-SWSH079,Galarian Mr. Rime,Pokémon,Stage 1,swshp,105,38
bw6-116,Tool Scrapper,Trainer,Item,bw6,232,29
swsh8-257,Greedent V,Pokémon,"Basic,V",swsh8,332,28
neo1-10,Meganium,Pokémon,Stage 2,neo1,116,34
sv10-184,Cynthia's Roserade,Pokémon,Stage 1,sv10,118,7
bwp-BW37,Kyurem-EX,Pokémon,"Basic,EX",bwp,298,38
xyp-XY182,Mandibuzz BREAK,Pokémon,BREAK,xyp,76,38
xy2-76,Pidgeotto,Pokémon,Stage 1,xy2,317,29
sv4-256,Professor Sada's Vitality,Trainer,"Supporter,Ancient",sv4,196,5
ex5-23,Rain Castform,Pokémon,Basic,ex5,125,2
sv4-63,Zebstrika,Pokémon,Stage 1,sv4,376,29
ex7-90,Rocket's Tricky Gym,Trainer,Stadium,ex7,232,29
swsh6-2,Kakuna,Pokémon,"Stage 1,Single Strike",swsh6,214,29
sv1-187,Pokémon Catcher,Trainer,Item,sv1,296,21
sv5-109,Roaring Moon,Pokémon,"Basic,Ancient",sv5,357,2
gym2-64,Blaine's Ponyta,Pokémon,Basic,gym2,116,21
base6-110,Potion,Trainer,,base6,307,21
sm115-12,Slowpoke,Pokémon,Basic,sm115,6,21
sv3pt5-207,Basic Psychic Energy,Energy,Basic,sv3pt5,,1
pl1-8,Gardevoir,Pokémon,Stage 2,pl1,112,34
swsh11-190,Colress's Experiment,Trainer,Supporter,swsh11,292,28
swsh12-111,Sandile,Pokémon,Basic,swsh12,131,21
me2-89,Firebreather,Trainer,Supporter,me2,292,29
swsh9-22,Entei V,Pokémon,"Basic,V",swsh9,336,16
sv6pt5-44,Axew,Pokémon,Basic,sv6pt5,,21
pl1-101,Turtwig,Pokémon,Basic,pl1,162,21
sv9-165,Swinub,Pokémon,Basic,sv9,155,7
ex5-49,Starmie,Pokémon,Stage 1,ex5,308,29
xy5-128,Exp. Share,Trainer,Pokémon Tool,xy5,334,29
swsh12pt5gg-GG13,Diancie,Pokémon,Basic,swsh12pt5gg,280,37
pl4-58,Burmy Trash Cloak,Pokémon,Basic,pl4,293,21
dp3-83,Clefairy,Pokémon,Basic,dp3,14,21
xyp-XY52,Groudon,Pokémon,Basic,xyp,108,38
sv6-145,Carmine,Trainer,Supporter,sv6,91,29
pl1-110,Memory Berry,Trainer,Pokémon Tool,pl1,298,29
neo3-15,Aerodactyl,Pokémon,Stage 1,neo3,257,2
swsh6-195,Melony,Trainer,Supporter,swsh6,256,28
sv4pt5-176,Nacli,Pokémon,Basic,sv4pt5,55,31
neo3-11,Misdreavus,Pokémon,Basic,neo3,116,34
ex6-99,Super Scoop Up,Trainer,Item,ex6,307,29
dp2-114,Quick Ball,Trainer,Item,dp2,232,29
sv1-184,Picnic Basket,Trainer,Item,sv1,140,29
svp-150,Paradise Resort,Trainer,Stadium,svp,292,38
sm8-107,Poipole,Pokémon,"Basic,Ultra Beast",sm8,75,21
sm2-110,Fletchinder,Pokémon,Stage 1,sm2,73,29
swsh12-94,Claydol,Pokémon,Stage 1,swsh12,82,29
sv7-55,Zeraora,Pokémon,Basic,sv7,,2
pl1-27,Giratina,Pokémon,Basic,pl1,108,2
sm7-93,Beldum,Pokémon,Basic,sm7,264,21
smp-SM220,Phione,Pokémon,Basic,smp,162,38
sm11-224,Aerodactyl-GX,Pokémon,"Stage 1,GX",sm11,227,28
pl1-SH5,Swablu,Pokémon,Basic,pl1,162,2
base6-10,Flareon,Pokémon,Stage 1,base6,162,34
swsh4-118,Metagross,Pokémon,Stage 2,swsh4,73,2
sv5-23,Rellor,Pokémon,Basic,sv5,323,21
swsh12-141,Spinda,Pokémon,Basic,swsh12,224,21
sv5-202,Salvatore,Trainer,Supporter,sv5,66,32
sm7-98,Heatran,Pokémon,Basic,sm7,117,34
smp-SM236,Alolan Sandslash-GX,Pokémon,"Stage 1,GX",smp,76,38
sm2-107,Patrat,Pokémon,Basic,sm2,281,21
bw2-10,Cottonee,Pokémon,Basic,bw2,162,21
bw9-78,Hydreigon,Pokémon,"Stage 2,Team Plasma",bw9,76,34
sm11-32,Talonflame,Pokémon,Stage 2,sm11,172,2
swsh10tg-TG24,Allister,Trainer,Supporter,swsh10tg,211,28
xy5-48,Walrein,Pokémon,Stage 2,xy5,290,2
sv3-104,Dugtrio,Pokémon,Stage 1,sv3,300,29
bw6-25,Wailmer,Pokémon,Basic,bw6,191,29
swshp-SWSH130,Ice Rider Calyrex V,Pokémon,"Basic,V",swshp,76,38
sv6-77,Iron Thorns ex,Pokémon,"Basic,ex,Future",sv6,336,14
sv9-73,Grimmsnarl,Pokémon,Stage 2,sv9,82,29
swshp-SWSH294,Hisuian Electrode V,Pokémon,"Basic,V",swshp,76,38
sv1-223,Spidops ex,Pokémon,"Stage 1,ex",sv1,356,32
ex11-27,Sandslash δ,Pokémon,Stage 1,ex11,108,2
base2-9,Pinsir,Pokémon,Basic,base2,162,34
ex16-91,Warp Energy,Energy,Special,ex16,176,29
sm10-113,Sandile,Pokémon,Basic,sm10,43,21
rsv10pt5-131,Archen,Pokémon,Stage 1,rsv10pt5,263,29
sv9-3,Butterfree,Pokémon,Stage 2,sv9,103,2
dp5-92,Call Energy,Energy,Special,dp5,50,29
xy1-40,Frogadier,Pokémon,Stage 1,xy1,76,29
swshp-SWSH155,Greninja V-UNION,Pokémon,V-UNION,swshp,317,38
sm10-190,Triple Acceleration Energy,Energy,Special,sm10,,29
swsh7-189,Umbreon V,Pokémon,"Basic,V,Single Strike",swsh7,151,28
sv9-151,Lillie's Pearl,Trainer,Pokémon Tool,sv9,26,29
sv5-205,Walking Wake ex,Pokémon,"Basic,ex,Ancient",sv5,151,5
ex16-43,Bagon,Pokémon,Basic,ex16,198,21
swsh9-145,Marnie's Pride,Trainer,Supporter,swsh9,47,29
swshp-SWSH278,Cinderace,Pokémon,"Stage 2,Single Strike",swshp,128,38
hgss3-20,Rotom,Pokémon,Basic,hgss3,267,2
swsh8-254,Genesect V,Pokémon,"Basic,V,Fusion Strike",swsh8,70,28
neo3-59,Zubat,Pokémon,Basic,neo3,293,21
bw4-60,Darmanitan,Pokémon,Stage 1,bw4,317,2
sv3pt5-168,Charmander,Pokémon,Basic,sv3pt5,58,7
swshp-SWSH175,Eevee,Pokémon,Basic,swshp,98,38
sm6-68,Tyrunt,Pokémon,Stage 1,sm6,172,29
sm10-74,Weezing,Pokémon,Stage 1,sm10,288,2
svp-42,Houndstone,Pokémon,Stage 1,svp,187,38
bw1-83,Stoutland,Pokémon,Stage 2,bw1,167,2
bw5-33,Vanillite,Pokémon,Basic,bw5,112,21
xy7-98,M Rayquaza-EX,Pokémon,"MEGA,EX",xy7,76,27
me2-8,Genesect,Pokémon,Basic,me2,108,2
swsh3-106,Purrloin,Pokémon,Basic,swsh3,129,21
sv5-151,Heavy Baton,Trainer,Pokémon Tool,sv5,281,29
sm3-71,Lucario,Pokémon,Stage 1,sm3,214,34
sv8pt5-122,Professor's Research,Trainer,Supporter,sv8pt5,,21
xy8-43,Vanillite,Pokémon,Basic,xy8,267,21
xy9-121,Ho-Oh-EX,Pokémon,"Basic,EX",xy9,232,28
sm35-37,Arbok,Pokémon,Stage 1,sm35,183,29
sv4pt5-66,Iron Treads ex,Pokémon,"Basic,ex,Future",sv4pt5,378,14
sm12-69,Magneton,Pokémon,Stage 1,sm12,297,34
sv3-91,Grumpig,Pokémon,Stage 1,sv3,104,29
ecard3-68,Jigglypuff,Pokémon,Basic,ecard3,191,21
sv10-206,Yanmega ex,Pokémon,"Stage 1,ex",sv10,356,32
sv3pt5-101,Electrode,Pokémon,Stage 1,sv3pt5,214,2
base1-36,Magmar,Pokémon,Basic,base1,116,29
sm8-29,Nincada,Pokémon,Basic,sm8,172,21
zsv10pt5-125,Timburr,Pokémon,Basic,zsv10pt5,90,7
dp4-19,Hypno,Pokémon,Stage 1,dp4,108,2
swsh12pt5gg-GG05,Lapras,Pokémon,Basic,swsh12pt5gg,200,37
gym1-46,Erika's Gloom,Pokémon,Stage 1,gym1,116,29
ecard3-92,Sandshrew,Pokémon,Basic,ecard3,284,21
bw6-6,Wurmple,Pokémon,Basic,bw6,112,21
sv5-180,Lickitung,Pokémon,Basic,sv5,197,7
dp4-49,Porygon2,Pokémon,Stage 1,dp4,79,29
xyp-XY82,Regigigas,Pokémon,Basic,xyp,317,38
xy11-27,Mantine,Pokémon,Basic,xy11,235,21
rsv10pt5-18,Chandelure,Pokémon,Stage 2,rsv10pt5,103,2
ex12-38,Lairon,Pokémon,Stage 1,ex12,284,29
swsh45sv-SV030,Cramorant,Pokémon,Basic,swsh45sv,340,9
ecard2-27,Parasect,Pokémon,Stage 1,ecard2,30,2
dp3-7,Gardevoir,Pokémon,Stage 2,dp3,191,34
svp-125,Armarouge ex,Pokémon,"Stage 1,ex",svp,76,38
swsh45sv-SV023,Galarian Darumaka,Pokémon,Basic,swsh45sv,172,9
sm10-182,Pokégear 3.0,Trainer,Item,sm10,296,29
sv6-92,Palossand,Pokémon,Stage 1,sv6,146,21
swsh12pt5-85,Galarian Perrserker,Pokémon,Stage 1,swsh12pt5,151,2
xy7-64,Porygon,Pokémon,Basic,xy7,293,21
me1-31,Chi-Yu,Pokémon,Basic,me1,,29
neo1-102,Pokémon March,Trainer,,neo1,17,21
sm115-39,Clefairy,Pokémon,Basic,sm115,215,21
xy11-18,Chimchar,Pokémon,Basic,xy11,322,21
sv6pt5-63,Powerglass,Trainer,Pokémon Tool,sv6pt5,,29
swsh6-229,Urn of Vitality,Trainer,"Item,Single Strike",swsh6,334,27
sv1-134,Kingambit,Pokémon,Stage 2,sv1,277,2
bw11-113,Double Colorless Energy,Energy,Special,bw11,76,29
neo4-23,Light Lanturn,Pokémon,Stage 1,neo4,189,2
swsh7-12,Crustle,Pokémon,Stage 1,swsh7,129,29
xy5-99,Doublade,Pokémon,Stage 1,xy5,194,29
swsh6-74,Shadow Rider Calyrex V,Pokémon,"Basic,V",swsh6,54,16
dp7-19,Gyarados,Pokémon,Stage 1,dp7,198,2
col1-78,Dual Ball,Trainer,Item,col1,202,29
ex13-70,Mankey δ,Pokémon,Basic,ex13,191,21
swsh2-10,Surskit,Pokémon,Basic,swsh2,117,21
ecard1-78,Gloom,Pokémon,Stage 1,ecard1,343,29
swsh6-202,Ice Rider Calyrex VMAX,Pokémon,VMAX,swsh6,76,20
bw8-68,Elgyem,Pokémon,Basic,bw8,112,21
ex11-4,Espeon δ,Pokémon,Stage 1,ex11,232,34
xy6-72,Swellow,Pokémon,Stage 1,xy6,108,34
swsh10-177,Origin Forme Dialga V,Pokémon,"Basic,V",swsh10,108,28
xy5-142,Weakness Policy,Trainer,Pokémon Tool,xy5,281,29
sv9-174,Mamoswine ex,Pokémon,"Stage 2,ex",sv9,275,32
swsh45sv-SV004,Grookey,Pokémon,Basic,swsh45sv,351,9
bw7-16,Petilil,Pokémon,Basic,bw7,254,29
sv9-116,N's Reshiram,Pokémon,Basic,sv9,118,2
sm8-221,Zeraora-GX,Pokémon,"Basic,GX",sm8,218,20
swsh6-140,Fog Crystal,Trainer,Item,swsh6,60,29
ex4-88,Double Rainbow Energy,Energy,Special,ex4,50,2
ex10-B,Unown,Pokémon,Basic,ex10,176,2
ex3-54,Corphish,Pokémon,Basic,ex3,294,21
xyp-XY156,Lugia,Pokémon,Basic,xyp,163,38
sv6-91,Sandygast,Pokémon,Basic,sv6,165,21
ex6-84,Venonat,Pokémon,Basic,ex6,162,21
sv2-45,Azumarill,Pokémon,Stage 1,sv2,339,29
xy11-43,Nidoran ♂,Pokémon,Basic,xy11,264,21
xy8-20,Typhlosion,Pokémon,Stage 2,xy8,184,34
zsv10pt5-25,Cubchoo,Pokémon,Basic,zsv10pt5,288,21
me1-49,Electrike,Pokémon,Basic,me1,,21
pop8-7,Carnivine,Pokémon,Basic,pop8,112,29
ecard2-25,Ninetales,Pokémon,Stage 1,ecard2,162,2
sm1-35,Lapras-GX,Pokémon,"Basic,GX",sm1,76,10
swsh5-95,Houndour,Pokémon,"Basic,Single Strike",swsh5,351,21
sv3pt5-29,Nidoran ♀,Pokémon,Basic,sv3pt5,151,21
sm7-65,Banette,Pokémon,Stage 1,sm7,377,2
sv4-257,Professor Turo's Scenario,Trainer,"Supporter,Future",sv4,233,5
swshp-SWSH203,Umbreon V,Pokémon,"Basic,V,Single Strike",swshp,76,38
pl1-96,Squirtle,Pokémon,Basic,pl1,117,21
xy3-5,M Heracross-EX,Pokémon,"MEGA,EX",xy3,76,33
base1-70,Clefairy Doll,Trainer,,base1,307,2
bw8-66,Garbodor,Pokémon,"Stage 1,Team Plasma",bw8,76,34
sv4-122,Lokix,Pokémon,Stage 1,sv4,224,2
ecard1-56,Mewtwo,Pokémon,Basic,ecard1,259,2
bw7-123,Pidove,Pokémon,Basic,bw7,17,21
swsh10-84,Hisuian Decidueye VSTAR,Pokémon,VSTAR,swsh10,76,24
col1-45,Jolteon,Pokémon,Stage 1,col1,317,29
svp-151,Gouging Fire,Pokémon,"Basic,Ancient",svp,,38
sv2-106,Mankey,Pokémon,Basic,sv2,346,21
pl1-29,Golduck,Pokémon,Stage 1,pl1,112,2
sv4pt5-126,Dondozo,Pokémon,Basic,sv4pt5,90,31
sm10-71,Drowzee,Pokémon,Basic,sm10,189,21
swsh10-78,Lucario V,Pokémon,"Basic,V",swsh10,356,16
ex2-19,Omastar,Pokémon,Stage 2,ex2,112,2
sv6-121,Lairon,Pokémon,Stage 1,sv6,135,21
hgss2-12,Beedrill,Pokémon,Stage 2,hgss2,271,2
xyp-XY94,Trevenant,Pokémon,Stage 1,xyp,198,38
rsv10pt5-152,Patrat,Pokémon,Basic,rsv10pt5,124,7
ex3-15,Flygon,Pokémon,Stage 2,ex3,163,2
me1-128,Strange Timepiece,Trainer,Item,me1,,29
smp-SM216,Porygon-Z-GX,Pokémon,"Stage 2,GX",smp,70,38
xyp-XY95,Pikachu,Pokémon,Basic,xyp,194,38
bw3-61,Gigalith,Pokémon,Stage 2,bw3,108,2
xy1-12,Chespin,Pokémon,Basic,xy1,76,21
swshp-SWSH127,Eevee,Pokémon,Basic,swshp,224,38
swshp-SWSH045,Eternatus VMAX,Pokémon,VMAX,swshp,76,38
sv7-167,Hydrapple ex,Pokémon,"Stage 2,ex",sv7,,5
sv4pt5-211,Flamigo,Pokémon,Basic,sv4pt5,340,31
sv6-12,Phantump,Pokémon,Basic,sv6,138,21
ex5-44,Metang,Pokémon,Stage 1,ex5,116,29
ecard2-H25,Suicune,Pokémon,Basic,ecard2,191,34
swsh45sv-SV048,Galarian Rapidash,Pokémon,Stage 1,swsh45sv,162,9
swsh3-93,Hippopotas,Pokémon,Basic,swsh3,317,21
dp3-121,PlusPower,Trainer,Item,dp3,232,29
sv7-103,Meltan,Pokémon,Basic,sv7,,21
pl3-42,Sandslash,Pokémon,Stage 1,pl3,162,2
ex14-14,Blastoise,Pokémon,Stage 2,ex14,112,2
swsh9tg-TG06,Dusknoir,Pokémon,Stage 2,swsh9tg,358,37
base5-80,Rainbow Energy,Energy,Special,base5,50,2
bw6-17,Foongus,Pokémon,Basic,bw6,317,21
ex16-58,Poochyena,Pokémon,Basic,ex16,198,21
swsh11-199,Aerodactyl VSTAR,Pokémon,VSTAR,swsh11,76,20
pop5-13,Pikachu δ,Pokémon,Basic,pop5,232,21
ex14-95,Kyogre ex,Pokémon,"Basic,ex",ex14,250,33
hgss4-44,Marowak,Pokémon,Stage 1,hgss4,73,29
sv8-180,Lively Stadium,Trainer,Stadium,sv8,,29
bw9-13,Heatran-EX,Pokémon,"Basic,EX,Team Plasma",bw9,297,33
sv1-53,Quaxwell,Pokémon,Stage 1,sv1,215,29
base6-39,Dark Wartortle,Pokémon,Stage 1,base6,162,29
xy5-96,Excadrill,Pokémon,Stage 1,xy5,317,2
swshp-SWSH129,Umbreon,Pokémon,Stage 1,swshp,224,38
mcd11-10,Klink,Pokémon,Basic,mcd11,116,13
ex12-21,Magmar,Pokémon,Basic,ex12,125,2
swsh12-114,Mareanie,Pokémon,Basic,swsh12,55,21
hsp-HGSS03,Pikachu,Pokémon,Basic,hsp,194,38
sm9-166,Hoopa-GX,Pokémon,"Basic,GX",sm9,76,28
sma-SV51,Reshiram-GX,Pokémon,"Basic,GX",sma,72,35
sm5-84,Shieldon,Pokémon,Stage 1,sm5,62,29
bw10-12,Larvesta,Pokémon,Basic,bw10,117,21
bw6-13,Roselia,Pokémon,Basic,bw6,317,21
det1-9,Greninja,Pokémon,Stage 2,det1,213,28
xy11-95,Fletchinder,Pokémon,Stage 1,xy11,90,29
neo3-24,Sneasel,Pokémon,Basic,neo3,125,2
me1-150,Steelix,Pokémon,Stage 1,me1,,7
smp-SM39,Primarina-GX,Pokémon,"Stage 2,GX",smp,76,38
bw1-79,Watchog,Pokémon,Stage 1,bw1,167,29
base4-95,Staryu,Pokémon,Basic,base4,307,21
ecard1-70,Weezing,Pokémon,Stage 1,ecard1,163,2
xy2-86,Fletchling,Pokémon,Basic,xy2,76,21
me2-4,Mega Heracross ex,Pokémon,"Basic,MEGA,ex",me2,76,14
ex4-16,Team Aqua's Sealeo,Pokémon,Stage 1,ex4,193,2
gym2-48,Koga's Koffing,Pokémon,Basic,gym2,116,29
swsh7-169,Flareon V,Pokémon,"Basic,V,Single Strike",swsh7,76,28
neo4-35,Dark Forretress,Pokémon,Stage 1,neo4,108,29
ex15-13,Arbok δ,Pokémon,Stage 1,ex15,294,2
sv10-211,Dondozo ex,Pokémon,"Basic,ex",sv10,275,32
gym2-125,Transparent Walls,Trainer,,gym2,307,21
ex7-56,Grimer,Pokémon,Basic,ex7,308,21
neo4-30,Unown [X],Pokémon,Basic,neo4,111,2
g1-32,Slowpoke,Pokémon,Basic,g1,189,21
sm2-77,Minior,Pokémon,Basic,sm2,292,34
sv4-94,Gible,Pokémon,Basic,sv4,47,21
swsh9-30,Staryu,Pokémon,Basic,swsh9,43,21
bw7-51,Voltorb,Pokémon,Basic,bw7,116,21
sm3-74,Crabominable,Pokémon,Stage 1,sm3,108,2
mcd19-4,Alolan Sandshrew,Pokémon,Basic,mcd19,317,13
ex7-111,Here Comes Team Rocket!,Trainer,Supporter,ex7,116,27
ex5-73,Snorunt,Pokémon,Basic,ex5,198,21
sv3pt5-56,Mankey,Pokémon,Basic,sv3pt5,40,21
base4-18,Venusaur,Pokémon,Stage 2,base4,108,34
sm11-186,Blaine's Quiz Show,Trainer,Supporter,sm11,184,29
mcd11-5,Alomomola,Pokémon,Basic,mcd11,254,13
sv8-13,Rellor,Pokémon,Basic,sv8,,21
swsh10-14,Shaymin,Pokémon,Basic,swsh10,112,2
sv6pt5-23,Croagunk,Pokémon,Basic,sv6pt5,,21
hgss1-81,Slowpoke,Pokémon,Basic,hgss1,125,21
pop2-11,TV Reporter,Trainer,Supporter,pop2,116,29
sv1-38,Skeledirge,Pokémon,Stage 2,sv1,214,2
sv2-15,Meowscarada ex,Pokémon,"Stage 2,ex",sv2,76,14
pl3-79,Relicanth,Pokémon,Basic,pl3,125,29
neo1-30,Clefairy,Pokémon,Basic,neo1,125,29
swsh12-122,Ferrothorn,Pokémon,Stage 1,swsh12,277,29
xy10-12,Braixen,Pokémon,Stage 1,xy10,215,29
swsh12tg-TG05,Gardevoir,Pokémon,Stage 2,swsh12tg,305,37
swsh10-12,Vespiquen,Pokémon,Stage 1,swsh10,128,2
sv6pt5-10,Horsea,Pokémon,Basic,sv6pt5,,21
smp-SM111,Ash's Pikachu,Pokémon,Basic,smp,42,38
swsh5-157,Stoutland V,Pokémon,"Basic,V",swsh5,297,28
sv3pt5-123,Scyther,Pokémon,Basic,sv3pt5,37,29
sm11-41,Snover,Pokémon,Basic,sm11,143,21
sm7-21,Tropius,Pokémon,Basic,sm7,162,29
neo1-75,Spinarak,Pokémon,Basic,neo1,116,21
sv7-131,Area Zero Underdepths,Trainer,Stadium,sv7,,29
sm5-69,Hippowdon,Pokémon,Stage 1,sm5,90,2
bw2-41,Sigilyph,Pokémon,Basic,bw2,198,29
swsh12-90,Hisuian Arcanine V,Pokémon,"Basic,V",swsh12,76,16
dp4-61,Buizel,Pokémon,Basic,dp4,117,21
dp5-14,Zapdos,Pokémon,Basic,dp5,108,34
sv6-219,Lana's Aid,Trainer,Supporter,sv6,286,5
sv8-101,Paldean Tauros,Pokémon,Basic,sv8,,29
ex9-91,Cacturne ex,Pokémon,"Stage 1,ex",ex9,136,33
swsh1-84,Haunter,Pokémon,Stage 1,swsh1,12,29
bw8-82,Purrloin,Pokémon,Basic,bw8,267,21
ex9-66,Spoink,Pokémon,Basic,ex9,191,21
xy1-3,Weedle,Pokémon,Basic,xy1,38,21
ex14-25,Medicham,Pokémon,Stage 1,ex14,198,2
ex15-30,Flaaffy δ,Pokémon,Stage 1,ex15,43,29
swsh1-188,Torkoal V,Pokémon,"Basic,V",swsh1,281,28
sv3pt5-28,Sandslash,Pokémon,Stage 1,sv3pt5,183,29
pl3-48,Zapdos,Pokémon,Basic,pl3,162,2
sm2-47,Tapu Koko-GX,Pokémon,"Basic,GX",sm2,76,10
sv5-81,Iron Crown ex,Pokémon,"Basic,ex,Future",sv5,76,14
swsh1-214,Metal Saucer,Trainer,Item,swsh1,334,27
xy8-105,Spritzee,Pokémon,Basic,xy8,284,21
swsh7-10,Lilligant,Pokémon,Stage 1,swsh7,162,2
xy9-99,Fighting Fury Belt,Trainer,Pokémon Tool,xy9,334,29
sm8-129,Cobalion,Pokémon,Basic,sm8,112,34
xy8-156,M Glalie-EX,Pokémon,"MEGA,EX",xy8,76,28
pl3-109,Kricketot,Pokémon,Basic,pl3,112,21
xy10-81,Loudred,Pokémon,Stage 1,xy10,142,29
sm8-77,Flaaffy,Pokémon,Stage 1,sm8,71,29
sv2-109,Sudowoodo,Pokémon,Basic,sv2,245,29
swsh3-76,Golett,Pokémon,Basic,swsh3,66,21
cel25c-15_A3,Rocket's Zapdos,Pokémon,Basic,cel25c,257,12
swsh45sv-SV086,Galarian Meowth,Pokémon,Basic,swsh45sv,90,9
sm12-190,Dragonium Z: Dragon Claw,Trainer,Pokémon Tool,sm12,207,29
pl3-25,Dodrio,Pokémon,Stage 1,pl3,112,2
ex12-69,Wailmer,Pokémon,Basic,ex12,125,21
ex5-55,Chikorita,Pokémon,Basic,ex5,176,21
swsh2-117,Trubbish,Pokémon,Basic,swsh2,12,21
swsh6-11,Deerling,Pokémon,Basic,swsh6,14,21
g1-44,Graveler,Pokémon,Stage 1,g1,284,29
swsh8-173,Mandibuzz,Pokémon,Stage 1,swsh8,304,29
sm9-50,Heliolisk,Pokémon,Stage 1,sm9,125,29
swsh3-35,Galarian Mr. Mime,Pokémon,Basic,swsh3,6,21
mcd21-25,Pikachu,Pokémon,Basic,mcd21,351,13
xy1-59,Dugtrio,Pokémon,Stage 1,xy1,334,2
sm3-70,Riolu,Pokémon,Basic,sm3,332,21
sv6-222,Bloodmoon Ursaluna ex,Pokémon,"Basic,ex",sv6,207,1
ex7-53,Dratini,Pokémon,Basic,ex7,191,21
zsv10pt5-143,Bisharp,Pokémon,Stage 1,zsv10pt5,378,7
hsp-HGSS15,Shuckle,Pokémon,Basic,hsp,167,38
xy5-64,Eelektrik,Pokémon,Stage 1,xy5,292,2
bw7-44,Frillish,Pokémon,Basic,bw7,189,21
xy9-100,Great Ball,Trainer,Item,xy9,334,29
xy8-54,Magnezone,Pokémon,Stage 2,xy8,163,34
pgo-46,Melmetal,Pokémon,Stage 1,pgo,90,34
bw1-81,Lillipup,Pokémon,Basic,bw1,254,21
bw1-112,Metal Energy,Energy,Basic,bw1,,21
ex7-78,Spinarak,Pokémon,Basic,ex7,43,21
sv3pt5-19,Rattata,Pokémon,Basic,sv3pt5,129,21
swsh12pt5-131,Friends in Sinnoh,Trainer,Supporter,swsh12pt5,66,29
mcd21-8,Grookey,Pokémon,Basic,mcd21,215,13
g1-76,Fire Energy,Energy,Basic,g1,,21
mcd19-5,Lapras,Pokémon,Basic,mcd19,332,13
neo4-25,Light Machamp,Pokémon,Stage 2,neo4,189,2
swsh7-168,Trevenant V,Pokémon,"Basic,V",swsh7,41,28
gym1-37,Blaine's Magmar,Pokémon,Basic,gym1,116,29
ecard2-108,Slowpoke,Pokémon,Basic,ecard2,308,21
dp6-114,Poliwag,Pokémon,Basic,dp6,191,21
sv6-37,Lampent,Pokémon,Stage 1,sv6,282,21
gym1-96,Sabrina's Venonat,Pokémon,Basic,gym1,116,21
sm12-200,N's Resolve,Trainer,Supporter,sm12,66,29
xy8-127,Staraptor,Pokémon,Stage 2,xy8,112,2
bw6-52,Sigilyph,Pokémon,Basic,bw6,232,34
bw2-49,Roggenrola,Pokémon,Basic,bw2,162,21
sv4pt5-137,Luxray,Pokémon,Stage 2,sv4pt5,91,31
sm8-199,Blacephalon-GX,Pokémon,"Basic,GX,Ultra Beast",sm8,76,28
swshp-SWSH214,Lucario VSTAR,Pokémon,VSTAR,swshp,207,38
sv9-162,Wailord,Pokémon,Stage 1,sv9,138,7
sm10-23,Darumaka,Pokémon,Basic,sm10,43,21
pl2-22,Gastrodon West Sea,Pokémon,Stage 1,pl2,271,2
zsv10pt5-151,Audino,Pokémon,Basic,zsv10pt5,165,7
zsv10pt5-112,Emolga,Pokémon,Basic,zsv10pt5,101,7
ru1-14,Bastiodon,Pokémon,Stage 2,ru1,20,13
pl2-62,Gliscor E4,Pokémon,"Basic,SP",pl2,162,21
bw11-85,Landorus,Pokémon,Basic,bw11,198,34
ecard1-13,Gengar,Pokémon,Stage 2,ecard1,293,34
ex4-69,Team Aqua Schemer,Trainer,Supporter,ex4,116,21
sv3pt5-131,Lapras,Pokémon,Basic,sv3pt5,46,29
swsh10tg-TG05,Gardevoir,Pokémon,Stage 2,swsh10tg,351,37
ecard1-14,Golem,Pokémon,Stage 2,ecard1,308,34
swsh7-25,Golduck,Pokémon,Stage 1,swsh7,271,29
bw7-54,Electivire,Pokémon,Stage 1,bw7,27,34
hgss3-82,Houndoom,Pokémon,"Stage 1,Prime",hgss3,299,23
xy8-36,Piplup,Pokémon,Basic,xy8,194,21
ex2-41,Lairon,Pokémon,Stage 1,ex2,191,29
swsh12-215,V Guard Energy,Energy,Special,swsh12,,27
