issue_id,series_id,issue_number,title,publish_date,cover_price,page_count,notes
343,288,405,Revelation of Cross,2009-08-10,2.5,48,High print run; common in collections.
344,135,433,Revelation of Cole,2017-11-21,1,40,Double-sized anniversary issue.
345,138,193,Shadows of Cross,1982-01-17,0.25,40,Landmark story milestone.
346,234,464,Chaos of Price,1993-06-19,4.99,36,Part of a crossover event.
347,10,51,Descent of Morgan,1989-10-28,0.35,28,Low distribution; considered scarce.
348,138,733,Fracture of Morgan,1956-03-21,0.75,28,Controversial issue banned in three states.
349,8,223,Eclipse of Crane,2022-01-26,1.25,64,Part of a crossover event.
350,238,339,Shadows of Steele,1949-05-10,0.12,40,Direct edition only; no newsstand version.
351,37,482,Convergence of Stone,1995-05-14,1,48,Key first appearance issue.
352,63,395,Fracture of Vale,2004-03-02,0.12,36,Contains bonus pin-up gallery.
353,49,682,Uprising of Stark,1993-05-18,2.5,40,Part of a crossover event.
354,82,746,Dawn of Grant,1997-06-12,0.2,40,Contains bonus pin-up gallery.
355,153,370,Dawn of Stone,1970-03-24,0.2,36,Direct edition only; no newsstand version.
356,167,172,Chaos of Hunt,2015-01-31,0.2,48,High print run; common in collections.
357,5,596,Oblivion of Price,1960-10-08,0.25,44,Landmark story milestone.
358,128,512,Shadows of Price,1980-01-28,1.5,24,Key first appearance issue.
359,183,158,Descent of Kane,1957-06-16,0.25,64,High print run; common in collections.
360,163,661,Inferno of Fox,1957-04-06,0.5,24,Direct edition only; no newsstand version.
361,184,257,Dawn of Stark,1987-02-01,3.99,80,Low distribution; considered scarce.
362,278,502,Uprising of Hunt,1979-08-20,0.35,80,Part of a crossover event.
363,166,282,Shattered of Grant,2021-01-08,0.35,28,Double-sized anniversary issue.
364,80,303,Chaos of Grant,2019-02-27,1.95,64,Key first appearance issue.
365,260,752,Convergence of Morgan,2010-01-02,1.95,100,High print run; common in collections.
366,165,675,Descent of Ward,1979-05-10,0.5,80,Contains bonus pin-up gallery.
367,283,628,Vendetta of Flynn,1970-09-24,2.99,44,Landmark story milestone.
368,50,675,Shadows of Drake,1984-12-09,0.25,32,Key first appearance issue.
369,104,498,Uprising of Kane,2008-05-26,0.12,100,Direct edition only; no newsstand version.
370,251,639,Reborn of Holt,1990-03-05,0.12,44,High print run; common in collections.
371,37,214,Oblivion of Voss,1971-08-03,3.99,24,Part of a crossover event.
372,286,378,Dawn of Price,2020-04-30,1,80,Key first appearance issue.
373,37,80,Uprising of Cole,1984-08-19,0.2,28,High print run; common in collections.
374,273,195,Uprising of Cole,1973-07-27,0.75,100,Controversial issue banned in three states.
375,286,765,Rising of Hunt,2020-04-24,1.95,64,Direct edition only; no newsstand version.
376,54,185,Descent of Ward,1997-06-26,1.5,32,Double-sized anniversary issue.
377,227,323,Descent of Flynn,1957-10-21,1.95,48,Direct edition only; no newsstand version.
378,166,577,Descent of Stone,2000-08-05,2.5,80,Low distribution; considered scarce.
379,185,459,Nemesis of Morgan,1998-01-28,0.12,40,Reprints classic story with new framing pages.
380,9,139,Vendetta of Morgan,1978-08-11,1.25,36,High print run; common in collections.
381,162,791,Chaos of Grant,1952-06-26,0.25,28,Key first appearance issue.
382,236,160,Fallen of Holt,1989-11-28,1.95,100,High print run; common in collections.
383,120,308,Shadows of Hunt,1987-10-01,2.5,100,High print run; common in collections.
384,40,495,Convergence of Stark,1946-10-27,0.2,100,Low distribution; considered scarce.
385,20,391,Shadows of Drake,1963-11-07,1.5,44,Direct edition only; no newsstand version.
386,214,789,Revelation of Price,1939-05-09,0.1,48,Key first appearance issue.
387,157,43,Eclipse of Grant,2021-06-20,0.25,44,Double-sized anniversary issue.
388,114,52,Nemesis of Fox,1966-06-08,0.15,36,Direct edition only; no newsstand version.
389,149,404,Fallen of Steele,2019-04-10,1.5,28,Contains bonus pin-up gallery.
390,293,562,Nemesis of Holt,2012-07-20,0.15,48,Double-sized anniversary issue.
391,223,781,Fallen of Stark,1963-12-05,0.5,64,Direct edition only; no newsstand version.
392,293,575,Shattered of Cole,2014-03-14,0.75,36,Landmark story milestone.
393,137,441,Eclipse of Hunt,1953-05-10,0.15,28,Direct edition only; no newsstand version.
394,217,357,Uprising of Flynn,1975-10-09,1.95,100,Key first appearance issue.
395,157,359,Shattered of Fox,2020-06-22,0.25,64,Key first appearance issue.
396,120,702,Inferno of Steele,1986-06-24,0.15,28,Key first appearance issue.
397,125,152,Vendetta of Morgan,1993-11-09,1.5,28,Low distribution; considered scarce.
398,231,24,Eclipse of Stone,1996-02-19,0.5,36,Double-sized anniversary issue.
399,268,562,Oblivion of Price,1990-11-25,0.25,24,Direct edition only; no newsstand version.
400,299,540,Dawn of Holt,1975-09-20,0.35,24,Low distribution; considered scarce.
401,103,714,Shattered of Holt,1958-11-07,0.12,64,Key first appearance issue.
402,35,677,Chaos of Nash,2009-03-06,0.2,24,Low distribution; considered scarce.
403,198,390,Resurgence of Kane,1968-09-26,1.5,64,Reprints classic story with new framing pages.
404,273,191,Uprising of Cole,1946-11-24,3.99,80,Key first appearance issue.
405,21,543,Vendetta of Flynn,2020-10-10,4.99,48,Controversial issue banned in three states.
406,10,701,Inferno of Nash,1998-07-22,1.25,36,Double-sized anniversary issue.
407,142,64,Chaos of Ward,2012-03-18,0.1,80,Low distribution; considered scarce.
408,116,350,Nemesis of Steele,1954-09-14,0.15,48,Double-sized anniversary issue.
409,117,247,Reborn of Steele,2018-09-06,2.99,40,Reprints classic story with new framing pages.
410,169,556,Fallen of Stone,2012-02-24,0.25,100,Double-sized anniversary issue.
411,104,317,Resurgence of Steele,2009-02-05,2.99,32,Reprints classic story with new framing pages.
412,81,70,Descent of Grant,2010-07-24,0.2,32,Part of a crossover event.
413,75,784,Eclipse of Crane,1972-04-28,2.99,40,Contains bonus pin-up gallery.
414,141,798,Uprising of Kane,1976-10-25,0.25,32,Key first appearance issue.
415,137,581,Shattered of Vale,1952-05-25,0.75,36,Key first appearance issue.
416,184,705,Oblivion of Steele,1982-02-17,4.99,44,Controversial issue banned in three states.
417,199,486,Fallen of Cross,1960-01-09,0.5,36,Key first appearance issue.
418,210,16,Chaos of Crane,2010-08-04,0.75,36,High print run; common in collections.
419,34,450,Shattered of Stark,1956-12-26,1.5,64,High print run; common in collections.
420,219,795,Dawn of Price,1999-04-28,2.5,44,Direct edition only; no newsstand version.
421,293,657,Dawn of Cole,2017-11-21,0.2,64,Contains bonus pin-up gallery.
422,22,532,Descent of Ward,1969-01-08,0.12,80,Direct edition only; no newsstand version.
423,265,646,Dawn of Stone,2012-08-23,1.25,64,Direct edition only; no newsstand version.
424,156,293,Fracture of Cross,2014-05-30,2.99,40,Reprints classic story with new framing pages.
425,28,530,Fallen of Fox,2011-12-14,3.99,28,Double-sized anniversary issue.
426,58,798,Reborn of Grant,1996-02-16,0.25,48,Direct edition only; no newsstand version.
427,166,26,Convergence of Fox,2019-06-14,0.5,64,Landmark story milestone.
428,129,709,Convergence of Kane,1988-07-15,0.15,28,Contains bonus pin-up gallery.
429,186,537,Nemesis of Cole,1991-10-29,0.35,48,Double-sized anniversary issue.
430,195,787,Convergence of Flynn,1977-12-09,0.25,32,Controversial issue banned in three states.
431,92,730,Dawn of Crane,2012-01-02,1.25,40,Contains bonus pin-up gallery.
432,148,186,Rising of Steele,2012-02-06,0.5,24,Reprints classic story with new framing pages.
433,130,470,Oblivion of Stark,2006-04-11,0.1,100,Contains bonus pin-up gallery.
434,122,603,Oblivion of Fox,1963-06-16,2.99,64,Landmark story milestone.
435,4,561,Chaos of Price,1973-09-08,0.5,24,Controversial issue banned in three states.
436,76,669,Inferno of Drake,1975-06-22,0.25,24,Reprints classic story with new framing pages.
437,153,90,Dawn of Kane,1971-09-18,2.99,32,Controversial issue banned in three states.
438,146,677,Shattered of Hunt,2021-06-05,0.35,64,Reprints classic story with new framing pages.
439,185,96,Vendetta of Flynn,1993-05-27,1.95,48,Landmark story milestone.
440,219,67,Vendetta of Stark,2012-05-20,0.25,28,Low distribution; considered scarce.
441,169,424,Resurgence of Stone,2015-08-23,0.5,100,Key first appearance issue.
442,56,748,Resurgence of Voss,1961-03-16,4.99,100,Low distribution; considered scarce.
443,219,325,Chaos of Cole,2017-08-15,1.95,32,Reprints classic story with new framing pages.
444,289,533,Oblivion of Stark,2001-02-18,0.35,100,High print run; common in collections.
445,149,2,Rising of Morgan,1992-09-06,3.99,28,High print run; common in collections.
446,213,47,Eclipse of Nash,2018-08-23,0.5,24,High print run; common in collections.
447,145,70,Vendetta of Burns,2017-11-08,1.5,24,Landmark story milestone.
448,171,406,Reborn of Price,2016-08-28,0.1,32,High print run; common in collections.
449,170,689,Oblivion of Stark,1950-11-24,0.12,32,Contains bonus pin-up gallery.
450,80,550,Eclipse of Fox,2019-08-30,2.99,24,Double-sized anniversary issue.
451,154,743,Eclipse of Grant,2016-05-05,0.1,36,Reprints classic story with new framing pages.
452,170,68,Fallen of Holt,1950-12-26,0.1,44,Direct edition only; no newsstand version.
453,274,170,Reborn of Price,2011-06-13,2.5,32,Reprints classic story with new framing pages.
454,60,770,Vendetta of Flynn,1969-09-11,0.12,40,Direct edition only; no newsstand version.
455,45,244,Inferno of Fox,2015-08-05,1.25,36,Double-sized anniversary issue.
456,155,115,Inferno of Drake,1995-12-18,0.5,28,Contains bonus pin-up gallery.
457,260,495,Resurgence of Steele,1978-03-28,0.5,44,Contains bonus pin-up gallery.
458,269,795,Eclipse of Steele,2002-12-17,0.2,80,Controversial issue banned in three states.
459,106,471,Nemesis of Cole,1999-05-30,0.2,24,Low distribution; considered scarce.
460,23,609,Shadows of Flynn,2001-08-21,3.99,24,Landmark story milestone.
461,267,675,Vendetta of Morgan,1957-08-05,1.25,36,Part of a crossover event.
462,103,294,Chaos of Grant,1952-02-28,1.5,64,Landmark story milestone.
463,140,162,Chaos of Kane,1987-09-04,0.1,100,Double-sized anniversary issue.
464,264,212,Descent of Nash,2015-04-19,1.5,40,Controversial issue banned in three states.
465,146,251,Convergence of Voss,2021-03-21,1.25,100,Part of a crossover event.
466,277,52,Fallen of Morgan,1967-12-23,4.99,24,Landmark story milestone.
467,197,89,Legacy of Ward,1948-08-08,0.35,100,Reprints classic story with new framing pages.
468,229,365,Vendetta of Flynn,1987-10-28,0.5,80,Landmark story milestone.
469,239,135,Shadows of Fox,2021-05-14,0.2,64,Low distribution; considered scarce.
470,239,238,Revelation of Steele,2020-04-11,1,44,Direct edition only; no newsstand version.
471,94,682,Eclipse of Flynn,2011-11-05,3.99,64,Key first appearance issue.
472,34,116,Inferno of Stark,1960-04-30,3.99,32,Low distribution; considered scarce.
473,179,589,Fallen of Cole,2018-02-11,0.2,48,Landmark story milestone.
474,167,310,Descent of Fox,2015-05-26,2.5,100,Direct edition only; no newsstand version.
475,123,250,Descent of Cross,2019-09-13,4.99,48,Landmark story milestone.
476,175,711,Reborn of Crane,1974-05-02,2.99,100,Part of a crossover event.
477,279,242,Convergence of Voss,1969-07-27,4.99,28,Reprints classic story with new framing pages.
478,238,569,Rising of Fox,1952-08-25,0.35,40,Direct edition only; no newsstand version.
479,36,112,Shattered of Ward,1991-11-02,1.5,64,Key first appearance issue.
480,47,143,Reborn of Morgan,1977-03-21,0.25,32,Contains bonus pin-up gallery.
481,273,400,Shattered of Hunt,1965-02-24,3.99,36,High print run; common in collections.
482,163,584,Vendetta of Crane,1954-05-12,1.95,28,Reprints classic story with new framing pages.
483,5,523,Nemesis of Steele,2011-11-11,1.25,24,Part of a crossover event.
484,282,1,Descent of Nash,1978-05-20,0.2,40,Key first appearance issue.
485,121,720,Reborn of Ward,2008-05-14,1.5,48,Direct edition only; no newsstand version.
486,196,559,Uprising of Cross,1959-10-06,4.99,32,High print run; common in collections.
487,285,369,Legacy of Steele,1982-04-03,1.25,32,Controversial issue banned in three states.
488,6,664,Reckoning of Steele,1984-08-10,4.99,48,Controversial issue banned in three states.
489,44,658,Legacy of Fox,1959-04-24,2.99,100,Controversial issue banned in three states.
490,233,435,Descent of Fox,2018-11-09,2.5,44,High print run; common in collections.
491,96,620,Reckoning of Hunt,2016-01-21,4.99,36,Double-sized anniversary issue.
492,138,560,Reborn of Nash,1981-11-10,0.12,24,Reprints classic story with new framing pages.
493,248,116,Reborn of Stark,2014-02-18,0.15,32,Double-sized anniversary issue.
494,144,530,Shadows of Cole,1960-11-08,0.15,36,Contains bonus pin-up gallery.
495,40,649,Descent of Hunt,1948-11-01,1.25,100,Key first appearance issue.
496,176,798,Reckoning of Stark,2012-12-31,3.99,80,Contains bonus pin-up gallery.
497,294,340,Legacy of Nash,2018-03-25,1.25,40,Controversial issue banned in three states.
498,19,745,Reborn of Holt,1978-10-26,0.12,64,Reprints classic story with new framing pages.
499,87,53,Vendetta of Price,2020-05-24,0.1,40,Contains bonus pin-up gallery.
500,43,518,Shadows of Holt,1979-05-18,1,32,Reprints classic story with new framing pages.
501,144,264,Reckoning of Kane,1952-05-06,0.35,100,Controversial issue banned in three states.
502,229,180,Chaos of Vale,1982-04-18,4.99,32,Double-sized anniversary issue.
503,17,87,Fallen of Price,1972-05-19,0.25,64,Direct edition only; no newsstand version.
504,197,677,Fracture of Cross,1950-09-01,0.5,100,Part of a crossover event.
505,28,271,Rising of Drake,2009-10-23,0.35,64,Direct edition only; no newsstand version.
506,244,488,Descent of Vale,2010-07-09,2.5,48,Contains bonus pin-up gallery.
507,135,544,Legacy of Morgan,2018-08-18,1.25,64,Direct edition only; no newsstand version.
508,162,700,Dawn of Kane,1963-11-22,1.95,48,Reprints classic story with new framing pages.
509,140,277,Chaos of Kane,1989-10-04,1,100,Direct edition only; no newsstand version.
510,237,768,Revelation of Hunt,2022-10-14,0.5,80,Part of a crossover event.
511,93,561,Reckoning of Morgan,2021-10-03,0.15,24,Direct edition only; no newsstand version.
512,51,107,Fracture of Nash,2020-10-12,0.75,40,Low distribution; considered scarce.
513,99,25,Shattered of Voss,1952-01-21,0.12,100,High print run; common in collections.
514,63,123,Shadows of Price,2024-10-06,0.25,48,Reprints classic story with new framing pages.
515,95,713,Convergence of Holt,1981-12-11,1.25,64,Landmark story milestone.
516,233,788,Legacy of Flynn,2017-07-20,1,32,Landmark story milestone.
517,142,64,Nemesis of Ward,2011-06-07,1.5,24,Low distribution; considered scarce.
518,136,452,Shadows of Stark,2018-12-31,0.5,100,Direct edition only; no newsstand version.
519,92,504,Rising of Steele,2000-11-28,2.99,36,Reprints classic story with new framing pages.
520,55,453,Chaos of Kane,2022-11-16,0.12,28,Landmark story milestone.
521,293,796,Fracture of Morgan,2014-10-23,4.99,32,Key first appearance issue.
522,20,400,Chaos of Steele,1967-10-24,1.5,48,Reprints classic story with new framing pages.
523,2,725,Oblivion of Stark,2014-06-12,2.99,48,Landmark story milestone.
524,277,4,Nemesis of Stark,1965-07-14,0.2,100,Double-sized anniversary issue.
525,184,699,Vendetta of Ward,2004-11-30,0.12,28,Part of a crossover event.
526,274,349,Shadows of Fox,2011-07-28,1.25,36,Controversial issue banned in three states.
527,284,394,Uprising of Burns,2016-02-10,2.5,28,Part of a crossover event.
528,250,648,Fracture of Stone,1984-12-13,0.25,24,High print run; common in collections.
529,13,501,Nemesis of Voss,1993-05-24,1.25,64,Double-sized anniversary issue.
530,231,38,Eclipse of Drake,1975-09-26,1.5,24,Direct edition only; no newsstand version.
531,61,670,Resurgence of Fox,1982-10-01,0.25,100,High print run; common in collections.
532,37,754,Fallen of Stark,1972-08-27,0.1,64,Reprints classic story with new framing pages.
533,24,719,Fallen of Morgan,1969-05-12,0.35,24,Low distribution; considered scarce.
534,50,626,Convergence of Hunt,1978-12-05,0.15,28,Landmark story milestone.
535,255,631,Revelation of Voss,1950-09-03,0.5,48,Part of a crossover event.
536,206,124,Reborn of Grant,1986-10-27,0.25,44,High print run; common in collections.
537,24,178,Eclipse of Voss,1971-04-29,0.2,40,Controversial issue banned in three states.
538,213,714,Inferno of Grant,2015-11-20,0.35,64,High print run; common in collections.
539,298,137,Rising of Price,1950-06-16,2.5,32,Key first appearance issue.
540,250,7,Reckoning of Cross,1984-11-26,0.15,100,Low distribution; considered scarce.
541,214,792,Oblivion of Steele,1945-10-11,0.5,32,Low distribution; considered scarce.
542,268,422,Revelation of Cross,1993-01-18,0.12,100,Controversial issue banned in three states.
543,256,91,Vendetta of Nash,2016-11-28,2.99,24,Double-sized anniversary issue.
544,121,121,Resurgence of Kane,1997-08-11,1.95,80,Double-sized anniversary issue.
